pair_id,doi_r,title_r,abstract_r,year_r,authors_r,journal_r,url_r,openalex_id_r,source,ref_r,filter_status,filter_method,filter_evidence,filter_confidence,original_match_type,original_match_confidence,doi_o,title_o,year_o,authors_o,ref_o,link_method,link_evidence,link_confidence,link_llm_model,doi_o_verification,outcome,outcome_phrase,outcome_confidence,out_quote_source,outcome_reasoning,type,original_rank,n_originals
4610a470929b02485fee5a26d31d020c,10.1177/0956797620968526,Incidental Attitude Formation via the Surveillance Task: A Preregistered Replication of the Olson and Fazio (2001) Study,"= 1,478 adult participants), preregistered close replication of the original surveillance-task study (Olson & Fazio, 2001). We obtained evidence for a small evaluative-conditioning effect when ""aware"" participants were excluded using the original criterion-therefore replicating the original effect. However, no such effect emerged when three other awareness criteria were used. We suggest that there is a need for caution when using evidence from the surveillance-task effect to make theoretical and practical claims about ""unaware"" evaluative-conditioning effects.",2020.0,Tal Moran; Sean Hughes; Ian Hussey; Miguel A. Vadillo; Michael A. Olson; Frederik Aust; Karoline Corinna Bading; Robert Balas; Taylor Benedict; Olivier Corneille; Samantha B. Douglas; Melissa J. Ferguson; Katherine A. Fritzlen; Anne Gast; Bertram Gawronski; Tamara Giménez‐Fernández; Krzysztof Hanusz; Tobias Heycke; Fabia Högden; Mandy Hütter; Benedek Kurdi; Adrien Mierop; Jasmin Richter; Justyna Sarzyńska‐Wawer; Colin Tucker Smith; Christoph Stahl; Philine Thomasius; Christian Unkelbach; Jan De Houwer,Psychological Science,,https://openalex.org/W3112613183,openalex,Moran · 2020 · Psychological Science,replication,rule_based,phrase:replication of; cite:Olson and Fazio (2001),high,single_original,low,10.1111/1467-9280.00376,Implicit Attitude Formation Through Classical Conditioning,2001.0,Olson,Olson · 2001,author_year_match,,high,,verified,mixed,"We obtained evidence for a small evaluative-conditioning effect when ""aware"" participants were excluded using the original criterion-therefore replicating the original effect. However, no such effect emerged when three other awareness criteria were used.",high,abstract,"The authors report a successful replication when using the original study's specific exclusion criteria, but a failure to replicate when applying alternative criteria for participant awareness.",replication,1,1
0de89c710324b262752347b9e4a0818b,10.1177/2165143420908286,iPad® Video Prompting to Teach Cooking Tasks to Korean American Adolescents With Autism Spectrum Disorder,"In response to the growing necessity for considering the cultural and contextual needs of youth with disabilities in experimental studies, this study examines the effectiveness of an intervention package consisting of video prompting with a system of least prompts and reinforcement on Korean American adolescents with autism spectrum disorder. Through the replication of procedures used in a study by Mechling et al. (2008), the current study examined the effects of self-directed video prompting with a system of least prompts and verbal praise on completion of three preferred cooking tasks by three Korean American male adolescents with autism spectrum disorder. A single-case multiple probe design replicated across three cooking tasks was used. Results indicated the correct completion of multi-step cooking tasks increased with the intervention package and was maintained seven weeks following intervention across three participants. Discussion and implications for future research and practice are presented.",2020.0,Sunyoung Kim; Veronica Y. Kang,Career Development and Transition for Exceptional Individuals,,https://openalex.org/W3014772194,openalex,Kim · 2020 · Career Development and Transition for Exceptional Individuals,replication,rule_based,phrase:replication of; cite:Mechling et al. (2008),high,single_original,low,10.1177/0022466907313348,Evaluation of a Portable DVD Player and System of Least Prompts to Self-Prompt Cooking Task Completion by Young Adults With Moderate Intellectual Disabilities,2008.0,Mechling,Mechling · 2008,author_year_match,,high,,verified,success,"Through the replication of procedures used in a study by Mechling et al. (2008), the current study examined the effects of self-directed video prompting with a system of least prompts and verbal praise on completion of three preferred cooking tasks by three Korean American male adolescents with autism spectrum disorder. A single-case multiple probe design replicated across three cooking tasks was used. Results indicated the correct completion of multi-step cooking tasks increased with the intervention package and was maintained seven weeks following intervention across three participants.",high,abstract,,replication,1,1
03b4645424d1716d88cef786a1ccfdf0,10.1002/jaba.398,Analysis of precursors to multiply controlled problem behavior: A replication,"We replicated Fritz, Iwata, Hammond, and Bloom (2013) by evaluating the efficacy of an experimental methodology to identify precursors to aggression displayed by an adolescent with autism spectrum disorder. Using their trial-based precursor analysis, we identified seven precursors to aggression. Next, we compared the outcomes of separate precursor and aggression functional analyses and showed that both precursors and aggression were multiply controlled by the same variables.",2017.0,Megan Alana Borlase; Jason C. Vladescu; April N. Kisamore; Sharon A. Reeve; Jamie L. Fetzer,Journal of Applied Behavior Analysis,,https://openalex.org/W2617796925,openalex,Borlase · 2017 · Journal of Applied Behavior Analysis,replication,rule_based,"phrase:we replicated; cite:Fritz, Iwata, Hammond, and Bloom (2013)",high,single_original,low,10.1002/jaba.27,EXPERIMENTAL ANALYSIS OF PRECURSORS TO SEVERE PROBLEM BEHAVIOR,2013.0,Fritz,Fritz · 2013,author_year_match,,medium,,verified,success,"We replicated Fritz, Iwata, Hammond, and Bloom (2013) by evaluating the efficacy of an experimental methodology to identify precursors to aggression displayed by an adolescent with autism spectrum disorder. Using their trial-based precursor analysis, we identified seven precursors to aggression.",high,abstract,,replication,1,1
a105481da03b988e9e31385b9392b3b5,10.1002/jae.2309,Narrow and scientific replication of ‘The slave trade and the origins of mistrust in Africa',"SUMMARY Nunn and Wantchekon (2011) argue that slave trades led to a culture of mistrust in Africa. They regress self‐reported trust from the 2005 Afrobarometer surveys on ethnicity‐specific historic slave exports. Individuals from ethnic groups that experienced high levels of slave exports are less trusting. Causality is demonstrated by instrumenting slave exports using the historic distance of each ethnic group to the coast. Our narrow replication yields identical results. The scientific replication repeats the analysis with Afrobarometer survey data from 2008, which includes two new countries and more ethnic groups. Our replication confirms the results of Nunn and Wantchekon. Copyright © 2012 John Wiley &amp; Sons, Ltd.",2012.0,Koen Deconinck; Marijke Verpoorten,Journal of Applied Econometrics,,https://openalex.org/W1521301361,openalex,Deconinck · 2012 · Journal of Applied Econometrics,replication,rule_based,phrase:replication of; cite:Nunn and Wantchekon (2011),high,single_original,low,10.1257/aer.101.7.3221,The Slave Trade and the Origins of Mistrust in Africa,2011.0,Nunn,Nunn · 2011,author_year_match,,high,,verified,success,"Our narrow replication yields identical results. The scientific replication repeats the analysis with Afrobarometer survey data from 2008, which includes two new countries and more ethnic groups. Our replication confirms the results of Nunn and Wantchekon.",high,abstract,The authors explicitly state that their narrow replication yielded identical results and their scientific replication using newer data confirmed the original findings.,replication,1,1
78eff2a68d38e59f5578409e88c79bc8,10.1186/s13012-025-01471-2,Minimal progress toward sustainment: 10-year replication of substance use EBP sustainment trajectories and associations with implementation characteristics,"BACKGROUND: Over the past decade, implementation researchers have empirically identified factors influencing long-term sustainment of evidence-based practices (EBPs) to target in implementation efforts. We examined progress toward promoting sustainment by conducting a conceptual replication of a prior study (Hunter et al., 2015, Implementation Science) that measured sustainment of an exemplar EBP for youth substance use, the Adolescent Community Reinforcement Approach (A-CRA). METHOD: Data were collected 1-5 years after initial implementation funding ended (M = 3.3 years) through interviews and surveys with clinicians and supervisors from service organizations that implemented A-CRA (n = 66). Using survival analysis, we calculated the probability of A-CRA sustainment (dichotomously reported [yes/no] in interviews) over time and examined associations with contextual factors across the multilevel domains of the Consolidated Framework for Implementation Research (CFIR). We also combined our data with Hunter et al. (n = 68) to test if sustainment status or interactions with contextual factors differed by sample, and used rapid qualitative analysis of interviews to further explore patterns in the quantitative findings. RESULTS: In our sample, A-CRA sustainment probability decreased over time; 71% of organizations were sustaining A-CRA when funding ended, whereas only 33% were sustaining 5 years later; this survival curve did not statistically differ from Hunter et al. Sustainment was significantly associated with factors across CFIR domains: we replicated associations found by Hunter et al. (with e.g., funding stability, available clinicians, intervention complexity) and found unique associations (with e.g., program evaluation and strategic planning capacities, available supervisors, and perceived advantages and success of A-CRA). One association from the prior sample did not fully replicate (p < .10), but there were no significant interactions between contextual factors and sample. Qualitative findings further contextualized these results with service organization perspectives on factors influencing sustainment. CONCLUSIONS: Our findings suggest that work over the past decade promoting sustainment of EBPs for youth substance use may not have produced measurable impacts. Future work needs to better incorporate growing knowledge on sustainment predictors into development and testing of robust, multilevel implementation strategies and system-level supports. This study also provides a useful illustration of a replication study in implementation science, which are important but rare.",2025.0,Alex R. Dopp; Michelle Bongard; Bing Han; Grace Hindmarch; Mekdes Shiferaw; Sapna J. Mendon; Baji Tumendemberel; George Timmins; Kendal Reeder; Philip Pantoja; Danielle Schlang; Lora L. Passetti; Mark D. Godley; Sarah B. Hunter,Implementation Science,,https://openalex.org/W4416896476,openalex,Dopp · 2025 · Implementation Science,replication,rule_based,"phrase:replication of; cite:Hunter et al., 2015",high,single_original,low,10.1186/s13012-015-0364-4,Associations between implementation characteristics and evidence-based practice sustainment: a study of the Adolescent Community Reinforcement Approach,2015.0,Hunter,Hunter · 2015,author_year_match,,high,,verified,success,"We also combined our data with Hunter et al. (n = 68) to test if sustainment status or interactions with contextual factors differed by sample, and used rapid qualitative analysis of interviews to further explore patterns in the quantitative findings. RESULTS: In our sample, A-CRA sustainment probability decreased over time; 71% of organizations were sustaining A-CRA when funding ended, whereas only 33% were sustaining 5 years later; this survival curve did not statistically differ from Hunter et al. Sustainment was significantly associated with factors across CFIR domains: we replicated associations found by Hunter et al. (with e.g., funding stability, available clinicians, intervention complexity) and found unique associations (with e.g., program evaluation and strategic planning capacities, available supervisors, and perceived advantages and success of A-CRA). One association from the prior sample did not fully replicate (p < .10), but there were no significant interactions between contextual factors and sample.",high,abstract,,replication,1,1
64f90c8aab0dfb6d4d6428d891d4afc5,10.1002/smj.3252,Reexamining investor reaction to covert corporate political activity: A replication and extension of Werner (2017),"Abstract Research Summary Exploiting a whistleblower's leak of the American Legislative Exchange Council's (ALEC) corporate sponsors, we quasi‐replicate and extend Werner's (2017) event study of investor reaction to covert corporate political activity (CPA). Werner found that investors reacted positively to the accidental disclosure of covert ties to the Republican Governors Association. In contrast, when we apply the same research design to the ALEC leak, we find that, on average, firms tied to ALEC experienced negative abnormal returns. In cross‐sectional models, we also find that the abnormal returns of ALEC sponsors were more negative for firms that faced shareholder contention around CPA and had liberal‐leaning employees, yet less negative for firms engaged in higher levels of institutional corporate social responsibility. The latter two cross‐sectional findings extend Werner's results. Managerial Summary We replicate and extend a study that examined how investors reacted to the disclosure of firms' covert contributions to a conservative‐leaning nonprofit organization. In contrast to that paper, we find that investors react negatively toward firms that contributed to ALEC, given its controversial positions on sociopolitical issues such as “stand your ground” gun laws. Investors reacted more negatively if the firm's employees were more liberal leaning or if the firm recently faced a shareholder resolution requesting that it voluntarily disclose all political contributions. However, investors' reactions were less negative if the firm engaged in high levels of corporate social responsibility. An implication for managers is that they should consider the risk associated with their firms' covert ties to political organizations perceived as controversial by the media.",2020.0,Ishva Minefee; Mary‐Hunter McDonnell; Timothy Werner,Strategic Management Journal,,https://openalex.org/W3097483862,openalex,Minefee · 2020 · Strategic Management Journal,replication,rule_based,phrase:we replicate; cite:Werner (2017),high,single_original,low,10.1002/smj.2682,Investor Reaction to Covert Corporate Political Activity,2017.0,Werner,Werner · 2017,author_year_match,,medium,,verified,mixed,"Werner found that investors reacted positively to the accidental disclosure of covert ties to the Republican Governors Association. In contrast, when we apply the same research design to the ALEC leak, we find that, on average, firms tied to ALEC experienced negative abnormal returns. ... The latter two cross-sectional findings extend Werner's results.",high,abstract,"The authors report a main effect that contradicts the original study's direction (negative vs. positive returns) but state that their cross-sectional findings extend the original results, indicating partial support for the underlying theoretical mechanisms.",replication,1,1
d575a5ad62417386722d06deccaeb642,10.1177/106169341001900303,The use of Sport Celebrities in Advertising: A Replication and Extension,"The use of sport celebrities in advertising campaigns is an important aspect in marketing to a target market of sport fans. With many star athletes becoming increasingly involved in negative off-field issues, it is questioned whether ads featuring athletes have decreased over time. This study replicates, extends, and breaks new ground on the topic of sport celebrities in advertising. Using a content analysis, the study replicates the work of Stone, Joseph, and Jones (2003) . By replicating the Stone et al. content analysis, we provide validation for the earlier work, as generally called for by many leading researchers. Extending the study into the most recent decade enlarges the current literature, as it enables the identification of changes in the way advertisers use celebrity athletes in print advertising. By investigating the issue of race in such ads, we extend the current literature to explore advertisers’ use of African-American endorsers to promote products. We find general support for the earlier study; however, not all trends predicted by Stone et al. materialized. Other results indicate a significant discrepancy in the endorsement activity of African-American athletes compared to Caucasians, with Caucasians receiving a disproportionate amount of endorsement opportunities compared to their participation rates.",2010.0,Brody J. Ruihley; Rodney C. Runyan; Karen E. Lear,Sport Marketing Quarterly,,https://openalex.org/W1596397591,openalex,Ruihley · 2010 · Sport Marketing Quarterly,replication,rule_based,"phrase:replication and extension; cite:Stone, Joseph, and Jones (2003)",high,single_original,low,10.1177/106169340301200205,An Exploratory Study on the Use of Sports Celebrities in Advertising: A Content Analysis,2003.0,Stone,Stone · 2003,author_year_match,,low,,verified,success,"By replicating the Stone et al. content analysis, we provide validation for the earlier work, as generally called for by many leading researchers. We find general supp…",high,abstract,The authors explicitly state that their replication provides validation for the earlier work by Stone et al. and mention finding general support.,replication,1,1
79a9e5f853bd1556fbf00bb779668bc6,10.1002/jaba.908,Training supervisors to provide performance feedback using video modeling with voiceover instructions: A replication,"Performance feedback is an effective strategy to improve and maintain therapist performance with implementing interventions. Shuler and Carroll (2019) successfully used video modeling with voiceover instructions (VMVO) to train supervisors to provide accurate performance feedback to a confederate therapist implementing guided compliance. In Study 1, we replicated Shuler and Carroll by using VMVO to train 5 supervisors to provide performance feedback to a confederate therapist on their guided-compliance integrity. Feedback accuracy increased following VMVO and maintained for 1 month. In Study 2, we extended Shuler and Carroll by demonstrating improvements in therapist guided-compliance integrity after they received performance feedback from supervisors from Study 1. The results of the current study support the use of VMVO to teach supervisory skills to behavior analysts.",2022.0,Regina A. Carroll; Elizabeth J. Preas; Amber R. Paden,Journal of Applied Behavior Analysis,,https://openalex.org/W4212894007,openalex,Carroll · 2022 · Journal of Applied Behavior Analysis,replication,rule_based,phrase:we replicated; cite:Shuler and Carroll (2019),high,single_original,low,10.1007/s40617-018-00314-5,Training Supervisors to Provide Performance Feedback Using Video Modeling with Voiceover Instructions,2018.0,Shuler,Shuler · 2018,author_year_match,,high,,verified,success,"Shuler and Carroll (2019) successfully used video modeling with voiceover instructions (VMVO) to train supervisors to provide accurate performance feedback to a confederate therapist implementing guided compliance. In Study 1, we replicated Shuler and Carroll by using VMVO to train 5 supervisors to provide performance feedback to a confederate therapist on their guided-compliance integrity. Feedback accuracy increased following VMVO and maintained for 1 month.",high,abstract,,replication,1,1
ab5acce45a534962fd47ac904f2afb8e,10.2308/bria-52306,The Outcome Effect and Professional Skepticism: A Replication and a Failed Attempt at Mitigation,"ABSTRACT In this research note, we replicate Brazel, Jackson, Schaefer, and Stewart's (2016) study of how auditors evaluate skeptical behavior. Like the original study, we find that evaluators reward audit staff who exercise appropriate levels of skepticism and identify a misstatement (positive outcome). However, when no misstatement is identified (negative outcome), evaluators penalize staff who exercise appropriate levels of skepticism. One factor causing this outcome effect may be that exercising skepticism typically causes budget overages due to additional testing. Hence, we examine whether formally attributing the budget overage to skeptical judgments and actions in the audit budget file reduces outcome effects. However, while replicating the initial effect across three separate studies, we have been unable to reduce this effect. Thus, it is clear that the outcome effect in this context is very robust. Data Availability: Contact the authors.",2018.0,Joseph F. Brazel; Christine Gimbar; Eldar Maksymov; Tammie J. Schaefer,Behavioral Research in Accounting,,https://openalex.org/W2897950164,openalex,Brazel · 2018 · Behavioral Research in Accounting,replication,rule_based,"phrase:we replicate; cite:Brazel, Jackson, Schaefer, and Stewart's (2016)",high,single_original,low,10.2308/accr-51448,The Outcome Effect and Professional Skepticism,2016.0,Brazel,Brazel · 2016,author_year_match,,high,,verified,success,"Like the original study, we find that evaluators reward audit staff who exercise appropriate levels of skepticism and identify a misstatement (positive outcome). However, when no misstatement is identified (negative outcome), evaluators penalize staff who exercise appropriate levels of skepticism.",high,abstract,The authors explicitly state that they found the same results as the original study and describe the outcome effect as very robust across three separate replication studies.,replication,1,1
2ffe334f8751ca7fb93b49e3dee7a166,10.1027/1864-9335/a000300,No Evidence for Ideological Asymmetry in Dissonance Avoidance,"Abstract. Nam, Jost, and van Bavel (2013) found that conservatives were more likely than liberals to avoid dissonance-arousing situations (viz., writing counter-attitudinal essays in a high-choice situation). A close replication of this original research was unsuccessful, as both liberals and conservatives avoided writing counter-attitudinal essays to similar degrees. We conducted an additional experiment that aimed to conceptually replicate Nam et al. (2013) , and to examine whether people whose ideology is threatened might be more likely to avoid dissonance-arousing situations. Again, liberals and conservatives were equally likely to avoid writing counter-attitudinal essays. Threat had no effect on these decisions. A meta-analysis of Nam et al.’s (2013) two studies, the two studies presently reported, and a third supplemental study provide no evidence for asymmetry in dissonance avoidance.",2017.0,Timothy P. Collins; Jarret T. Crawford; Mark J. Brandt,Social Psychology,,https://openalex.org/W2613877425,openalex,Collins · 2017 · Social Psychology,replication,rule_based,"phrase:replication of; cite:Nam, Jost, and van Bavel (2013)",high,single_original,low,10.1371/journal.pone.0059837,“Not for All the Tea in China!” Political Ideology and the Avoidance of Dissonance-Arousing Situations,2013.0,Nam,Nam · 2013,author_year_match,,high,,verified,failure,No Evidence for Ideological Asymmetry in Dissonance Avoidance,high,title,,replication,1,1
39ecf55e484a7beb19e886bf926492d4,10.1007/s10803-024-06486-0,Structural Learning in Autistic and Non-Autistic Children: A Replication and Extension,"The hippocampus is involved in many cognitive domains which are difficult for autistic individuals. Our previous study using a Structural Learning task that has been shown to depend on hippocampal functioning found that structural learning is diminished in autistic adults (Ring et al., 2017). The aim of the present study was to examine whether those results can be replicated in and extended to a sample of autistic and non-autistic children. We tested 43 autistic children and 38 non-autistic children with a subsample of 25 autistic and 28 non-autistic children who were well-matched on IQ. The children took part in a Simple Discrimination task which a simpler form of compound learning, and a Structural Learning task. We expected both groups to perform similarly in Simple Discrimination but reduced performance by the autism group on the Structural Learning task, which is what we found in both the well-matched and the non-matched sample. However, contrary to our prediction and the findings from autistic adults in our previous study, autistic children demonstrated a capacity for Structural Learning and showed an overall better performance in the tasks than was seen in earlier studies. We discuss developmental differences in autism as well as the role of executive functions that may have contributed to better than predicted task performance in this study.",2024.0,Svenja Oestreicher; Dermot Bowler; Claire T Derwent; Sebastian Gaigg; Veit Roessner; Nora C. Vetter; Theresia Volk; Nicole Beyer; Melanie Ring,Journal of Autism and Developmental Disorders,,https://openalex.org/W4402527886,openalex,Oestreicher · 2024 · Journal of Autism and Developmental Disorders,replication,rule_based,"phrase:replication and extension; cite:Ring et al., 2017",high,single_original,low,10.1037/abn0000277,Structural learning difficulties implicate altered hippocampal functioning in adults with autism spectrum disorder.,2017.0,Ring,Ring · 2017,author_year_match,,high,,verified,success,"Our previous study using a Structural Learning task that has been shown to depend on hippocampal functioning found that structural learning is diminished in autistic adults (Ring et al., 2017). The aim of the present study was to examine whether those results can be replicated in and extended to a sample of autistic and non-autistic children. We tested 43 autistic children and 38 non-autistic children with a subsample of 25 autistic and 28 non-autistic children who were well-matched on IQ.",high,abstract,,replication,1,1
32728a936949b6bb2dd4cfcbbfad5682,10.1007/s10683-008-9197-1,Measuring conditional cooperation: a replication study in Russia,"Abstract We replicate the strategy-method experiment by Fischbacher et al. (Econ. Lett. 71:397-404, 2001) developed to measure attitudes towards cooperation in a one-shot public goods game. We collected data from 160 students at four different universities across urban and rural Russia. Using the classification proposed by Fischbacher et al. (2001) we find that the distribution of types is very similar across the four locations. The share of conditional cooperators in our Russian subject pools is comparable to the one found by Fischbacher et al. in a Swiss subject pool. However, the distribution of the other types differs from the one found in Switzerland.",2008.0,Benedikt Herrmann; Christian Thöni,Experimental Economics,,https://openalex.org/W2136288743,openalex,Herrmann · 2008 · Experimental Economics,replication,rule_based,phrase:we replicate; cite:Fischbacher et al. (2001),high,single_original,low,10.1016/s0165-1765(01)00394-9,Are people conditionally cooperative? Evidence from a public goods experiment,2001.0,Fischbacher,Fischbacher · 2001,author_year_match,,high,,verified,mixed,"The share of conditional cooperators in our Russian subject pools is comparable to the one found by Fischbacher et al. in a Swiss subject pool. However, the distribution of the other types differs from the one found in Switzerland.",high,abstract,The study confirms the prevalence of conditional cooperators as found in the original study but notes that the distribution of other behavioral types did not match the original findings.,replication,1,1
fa1ff19e0cf2f90910011b98f0fd0771,10.3758/s13421-020-01073-x,Revisiting the remember–know task: Replications of Gardiner and Java (1990),"One of the most evidential behavioral results for two memory processes comes from Gardiner and Java (Memory & Cognition, 18, 23-30 1990). Participants provided more ""remember"" than ""know"" responses for old words but more know than remember responses for old nonwords. Moreover, there was no effect of word/nonword status for new items. The combination of a crossover interaction for old items with an invariance for new items provides strong evidence for two distinct processes while ruling out criteria or bias explanations. Here, we report a modern replication of this study. In three experiments, (Experiments 1, 2, and 4) with larger numbers of items and participants, we were unable to replicate the crossover. Instead, our data are more consistent with a single-process account. In a fourth experiment (Experiment 3), we were able to replicate Gardiner and Java's baseline results with a sure-unsure paradigm supporting a single-process explanation. It seems that Gardiner and Java's remarkable crossover result is not replicable.",2020.0,Julia M. Haaf; Stephen Rhodes; Moshe Naveh‐Benjamin; Tony Sun; Hope K. Snyder; Jeffrey N. Rouder,Memory & Cognition,,https://openalex.org/W2912045883,openalex,Haaf · 2020 · Memory & Cognition,replication,rule_based,phrase:replication of; cite:Gardiner and Java (1990),high,single_original,low,10.3758/bf03202642,Recollective experience in word and nonword recognition,1990.0,Gardiner,Gardiner · 1990,author_year_match,,high,,verified,failure,"In three experiments, (Experiments 1, 2, and 4) with larger numbers of items and participants, we were unable to replicate the crossover. Instead, our data are more consistent with a single-process account.",high,abstract,"The authors explicitly state that they were unable to replicate the crossover interaction, which was the central finding and primary evidence for the original study's theoretical claims.",replication,1,1
6224f6f588616e09e1e7ad78252fa097,10.5334/irsp.945,Licensing via Credentials: Replication Registered Report of Monin and Miller (2001) with Extensions Investigating the Domain-Specificity of Moral Credentials and the Association Between the Credential Effect and Trait Reputational Concern,"= -0.50 to -0.38). With two extensions to the original study design, we found no evidence that domain-inconsistent moral credentials are less effective in licensing than domain-consistent moral credentials and that moral credentials moderate the association between reputational concern and expressing potentially prejudiced preferences. All materials, data, and analysis scripts are shared at https://osf.io/phym3. This Registered Report has been endorsed by Peer Community In Registered Reports: https://doi.org/10.24072/pci.rr.100726.",2024.0,Qinyu Xiao; Lok Ching Li; Ying Lam Au; See Ngueh Tan; Wing Tung Chung; Gilad Feldman,International review of social psychology,,https://openalex.org/W4398140842,openalex,Xiao · 2024 · International review of social psychology,replication,rule_based,phrase:registered report of; cite:Monin and Miller (2001),high,single_original,low,10.1037/0022-3514.81.1.33,Moral credentials and the expression of prejudice.,2001.0,Monin,Monin · 2001,author_year_match,,high,,verified,failure,"= -0.50 to -0.38). With two extensions to the original study design, we found no evidence that domain-inconsistent moral credentials are less effective in licensing than domain-consistent moral credentials and that moral credentials moderate the association between reputational concern and expressing potentially prejudiced preferences. All materials, data, and analysis scripts are shared at https://osf.io/phym3.",high,abstract,,replication,1,1
a0b54585b630e662aaefa36d2c971ead,10.1016/j.ssci.2020.105065,Replication and extension of framing effects to compliance with health behaviors during pandemics,"Outbreaks of infectious diseases represent a significant challenge for health authorities around the world. Public cooperation and compliance with health recommendations constitute critical steps to stop the spread of such diseases. But how should these recommendations be framed to achieve the most desirable outcomes? Across two experiments, we show that the classic Asian Disease Problem (Tversy and Kahneman, 1981) is replicable, regardless of disease type (real vs. hypothetical). Thus, people are less (vs. more) willing to take risks when information is positively (negatively) framed, irrespective of disease type, although they are generally more risk-averse in real pandemics. Furthermore, people high (vs. low) in emotionality are more willing to comply with preventive health behaviors when information is framed positively (vs. negatively), but only in the case of a real disease. These findings provide a range of insights into the design and management of health recommendations aimed at promoting public health.",2020.0,Tobias Otterbring; Alexandra Festila; Michał Folwarczny,Safety Science,,https://openalex.org/W3097187638,openalex,Otterbring · 2020 · Safety Science,replication,rule_based,"phrase:replication and extension; cite:Tversy and Kahneman, 1981",high,single_original,low,10.1126/science.7455683,The Framing of Decisions and the Psychology of Choice,1981.0,Tversky,Tversky · 1981,author_year_match,,high,,verified,success,"Across two experiments, we show that the classic Asian Disease Problem (Tversy and Kahneman, 1981) is replicable, regardless of disease type (real vs. hypothetical). Thus, people are less (vs. more) willing to take risks when information is positively (negatively) framed, irrespective of disease type, although they are generally more risk-averse in real pandemics.",high,abstract,The authors explicitly state that the classic Asian Disease Problem is replicable and confirm the direction of the original framing effect.,replication,1,1
b1ba6c9ecaf309807adb5f920c95b5a1,10.1080/09658211.2023.2198327,Lost in the mall again: a preregistered replication and extension of Loftus &amp; Pickrell (1995),"= 123) completed a survey and two interviews where they discussed real and fabricated childhood events, based on information provided by an older relative. We replicated the findings of the original study, coding 35% of participants as reporting a false memory for getting lost in a mall in childhood (compared to 25% in the original study). In an extension, we found that participants self-reported high rates of memories and beliefs for the fabricated event. Mock jurors were also highly likely to believe the fabricated event had occurred and that the participant was truly remembering the event, supporting the conclusions of the original study.",2023.0,Gillian Murphy; Caroline A. Dawson; Charlotte Huston; Lisa Ballantyne; Elizabeth Barrett; Conor S. Cowman; Christopher Fitzsimons; Julie Maher; Katie M. Ryan; Ciara M. Greene,Memory,,https://openalex.org/W4362602376,openalex,Murphy · 2023 · Memory,replication,rule_based,phrase:we replicated; cite:Pickrell (1995),high,single_original,low,10.3928/0048-5713-19951201-07,The Formation of False Memories,1995.0,Loftus,Loftus · 1995,author_year_match,,high,,verified,success,"= 123) completed a survey and two interviews where they discussed real and fabricated childhood events, based on information provided by an older relative. We replicated the findings of the original study, coding 35% of participants as reporting a false memory for getting lost in a mall in childhood (compared to 25% in the original study). In an extension, we found that participants self-reported high rates of memories and beliefs for the fabricated event.",high,abstract,,replication,1,1
9de8bc8924f01226aefdf9301e670598,10.1016/j.jfbs.2022.100497,Validating the FIBER scale to measure family firm heterogeneity – A replication study with extensions,"The number of studies referencing socioemotional wealth (SEW) stands in stark contrast to the number of papers actually employing direct and multidimensional measures of SEW. Despite the FIBER scale reaching its tenth anniversary, and despite a preliminary validation by Hauck et al. (2016), the direct measurement of SEW has nevertheless been met with remarkable conservatism. This is counterintuitive, given the frequent demand for a validated, direct, and multidimensional SEW scale of practical length. In this paper we replicate and extend the first validation of the FIBER scale, undertaken by Hauck et al. (2016). Our results offer an improved (short) scale that is validated with psychometric rigor (N = 1019) and demonstrates generalizability.",2022.0,Maike Gerken; Marcel Hülsbeck; Thomas Ostermann; Andreas Hack,Journal of Family Business Strategy,,https://openalex.org/W4220695775,openalex,Gerken · 2022 · Journal of Family Business Strategy,replication,rule_based,phrase:we replicate; cite:Hauck et al. (2016),high,single_original,low,10.1016/j.jfbs.2016.08.001,Measuring socioemotional wealth in family-owned and -managed firms: A validation and short form of the FIBER Scale,2016.0,Hauck,Hauck · 2016,author_year_match,,high,,verified,success,"In this paper we replicate and extend the first validation of the FIBER scale, undertaken by Hauck et al. (2016). Our results offer an improved (short) scale that is validated with psychometric rigor (N = 1019) and demonstrates generalizability.",high,abstract,The authors explicitly state they replicated the original validation and that their results confirm the scale's validity with psychometric rigor and generalizability.,replication,1,1
