pair_id,doi_r,title_r,abstract_r,year_r,authors_r,journal_r,url_r,openalex_id_r,source,ref_r,filter_status,filter_method,filter_evidence,filter_confidence,original_match_type,original_match_confidence,doi_o,title_o,year_o,authors_o,ref_o,link_method,link_evidence,link_confidence,link_llm_model,outcome,outcome_phrase,outcome_confidence,out_quote_source,outcome_reasoning,type,original_rank,n_originals
8e99d33344c3fdccfb875b3aa9fe56d3,10.1016/j.paid.2025.113581,Characterizing the dark side of social anxiety in adolescence: A replication and extension study,"Social anxiety (SA) typically presents as shy, risk-averse behavior, yet a subset of SA individuals display impulsivity and aggression, suggesting that fear of rejection may sometimes be managed through externalizing responses. Interestingly, similar interpersonal reactivity appears in vulnerable narcissism. Narcissism comprises grandiose (confident, self-assured) and vulnerable (hypersensitive, insecure) facets. Because SA and narcissistic traits both share concerns about social evaluation but manifest differently, examining their intersection in adolescence may clarify SA symptomology. Here we used latent profile analysis to identify subgroups based on SA, vulnerable and grandiose narcissism, impulsivity, and aggression in 298 adolescents ( M age = 14.44 years, SD = 1.76; 46.5% boys). Three profiles emerged with sequentially increasing externalizing behavior. Profile 1 (45.64%) demonstrated low levels of SA, narcissism, and externalizing behavior. Profile 2 (29.53%) was characterized by high SA and vulnerable narcissism, but low impulsivity/aggression, aligning with the prototypical inhibited subtype. Profile 3 (24.83%) displayed moderate SA but the highest levels of narcissism, impulsivity, and aggression, with boys being more likely to belong to this profile. These findings replicate prior adult research (i.e., Villalongo Andino et al., 2024 ) demonstrating that narcissistic traits differentiate an angry-impulsive SA subtype, suggesting that narcissism may underlie the approach–avoidance conflicts contributing to atypical adolescent SA symptomology.",2025.0,Mollie J. Eriksson; Louis A. Schmidt,Personality and Individual Differences,,https://openalex.org/W4416894536,openalex,Eriksson · 2025 · Personality and Individual Differences,replication,rule_based,"phrase:replication and extension; cite:Andino et al., 2024",high,single_original,low,10.1007/s10862-024-10131-6,Unraveling the Ties that Bind: Social Anxiety is Differentially Related to Vulnerable and Grandiose Narcissistic Traits,2024,Andino,Andino · 2024,author_year_match,,high,,uninformative,,low,,,replication,1,1
d2973ebd6f5a0bb2527f64d40fcef658,10.1017/xps.2025.10027,"A Replication and Extension of Willer et al. (2013), Overdoing Gender: A Test of the Masculine Overcompensation Thesis","Abstract Do men respond to a masculinity threat by adopting more conservative political attitudes? A highly cited 2013 study by Willer et al. – drawing on substantial work in social psychology – argues in the affirmative, reasoning that endorsing conservative views allows men to reaffirm their gender identity. In two experiments with student convenience samples ( N total 100–110, N men 40–51), the authors find consistent evidence: inducing masculinity threat increases support for war, homophobic attitudes, and endorsement of dominance hierarchies. We conduct a preregistered replication of this foundational study using a nationally representative probability sample ( N total 2774, N men 2073). Contrary to original findings, we observe no consistent evidence that masculinity threat alters political attitudes. We further do not find support for design differences between the replication and original study driving contrasting findings. Our results call into question the robustness of evidence linking masculinity threat to political attitudes and underscore the importance of re-evaluating widely accepted findings with representative, large samples.",2026.0,Claire Gothreau; Nicholas Haas,Journal of Experimental Political Science,,https://openalex.org/W7153987217,openalex,Gothreau · 2026 · Journal of Experimental Political Science,replication,rule_based,phrase:replication of; cite:Willer et al. (2013),high,single_original,low,10.1086/668417,Overdoing Gender: A Test of the Masculine Overcompensation Thesis,2013,Willer,Willer · 2013,author_year_match,,high,,uninformative,,low,,,replication,1,1
24aebf45bb3f8e6951b9638076202f3d,10.1080/09658211.2023.2198263,Lost in the mall again: a preregistered replication and extension of Loftus &amp; Pickrell (1995),"= 123) completed a survey and two interviews where they discussed real and fabricated childhood events, based on information provided by an older relative. We replicated the findings of the original study, coding 35% of participants as reporting a false memory for getting lost in a mall in childhood (compared to 25% in the original study). In an extension, we found that participants self-reported high rates of memories and beliefs for the fabricated event. Mock jurors were also highly likely to believe the fabricated event had occurred and that the participant was truly remembering the event, supporting the conclusions of the original study.",2023.0,Gillian Murphy; Caroline A. Dawson; Charlotte Huston; Lisa Ballantyne; Elizabeth Barrett; Conor S. Cowman; Christopher Fitzsimons; Julie Maher; Katie M. Ryan; Ciara M. Greene,Memory,,https://openalex.org/W4380577607,openalex,Murphy · 2023 · Memory,replication,rule_based,phrase:we replicated; cite:Pickrell (1995),high,single_original,low,10.3928/0048-5713-19951201-07,The Formation of False Memories,1995,Loftus,Loftus · 1995,author_year_match,,high,,success,"= 123) completed a survey and two interviews where they discussed real and fabricated childhood events, based on information provided by an older relative. We replicated the findings of the original study, coding 35% of participants as reporting a false memory for getting lost in a mall in childhood (compared to 25% in the original study). In an extension, we found that participants self-reported high rates of memories and beliefs for the fabricated event.",high,abstract,,replication,1,1
491c065402c3e372b12ea030138905a0,10.1109/hicss.1997.661571,Delineating the dimensions of user participation: a replication and extension,"Barki and Hartwick (1989) developed an instrument to assess user participation, defined as the extent to which users or their representatives carry out assignments and perform various activities and behaviors during the system development process. The study reported was designed to replicate and extend this work. Consistent with expectations, four separate facets of user participation were found: responsibility; evaluation and review of IS work; communication (users with IS staff, users among themselves and users with senior management); and hands-on activity (system design and training). Relationships of these facets to the users' role on the project team, to their influence and satisfaction with the process of system development, and to their influence and satisfaction with the system were examined. The results provide a clear and complete picture of user participation in systems development.",2002.0,Jon Hartwick; Henri Barki,,,https://openalex.org/W2126273895,openalex,Hartwick · 2002,replication,rule_based,phrase:replication and extension; cite:Barki and Hartwick (1989),high,single_original,low,10.2307/248700,Rethinking the Concept of User Involvement,1989,Barki,Barki · 1989,author_year_match,,high,,uninformative,,low,,,replication,1,1
355a037611c27828754b64609e1d02bb,10.1371/journal.pone.0272434,"Prosocial spending encourages happiness: A replication of the only experiment reported in Dunn, Aknin, and Norton (2008)","Spending money on one's self, whether to solve a problem, fulfill a need, or increase enjoyment, often heightens one's sense of happiness. It is therefore both surprising and important that people can be even happier after spending money on someone else. We conducted a close replication of a key experiment from Dunn, Aknin, and Norton (2008) to verify and expand upon their findings. Participants were given money and randomly assigned to either spend it on themselves or on someone else. Although the original study (N = 46) found that the latter group was happier, when we used the same analysis in our replication (N = 133), we did not observe a significant difference. However, we report an additional analysis, focused on a more direct measure of happiness, that does show a significant effect in the direction of the original. Follow-up analyses shed new insights into people's predictions about their own and others' happiness and their actual happiness when spending money for themselves or others.",2022.0,Garam Kim; Ingrid Adams; Malik Diaw; Mira Celly; Leif D. Nelson; Minah Jung,PLoS ONE,,https://openalex.org/W4294884334,openalex,Kim · 2022 · PLoS ONE,replication,rule_based,"phrase:replication of; cite:Dunn, Aknin, and Norton (2008)",high,single_original,low,10.1126/science.1150952,Spending Money on Others Promotes Happiness,2008,Dunn,Dunn · 2008,author_year_match,,high,,uninformative,,low,,,replication,1,1
5c97ab5ac1608aebe0bc35f2b30f4672,10.1093/jamia/ocaf130,Evaluating privacy policies of AI-powered mHealth iOS applications,"OBJECTIVES: This article evaluates the privacy policies of Artificial Intelligence (AI)-powered mHealth apps, focusing on their availability, readability, transparency, and scope. MATERIALS AND METHODS: We replicate the methodology of Sunyaev et al. 2015 for AI-focused mHealth iOS apps and compile a dataset of 2231 apps. RESULTS: Our analysis reveals that only 68.04% of these apps have publicly accessible privacy policies. On average, a privacy policy contains 2784.25 words, with a mean readability score of 13.48. Regarding transparency, aspects such as ""information collection"" and ""sharing of information"" are more frequently discussed, whereas ""rationale for collection"" is less commonly discussed. Additionally, only 15% of the apps mention the types of information collected, and 11.2% mention the use of user health data for training AI systems. In terms of scope, over 60% of app privacy policies cover the single app, and 25% cover no app-related scope (indicating a general or boilerplate privacy policy not tailored to the specific app). DISCUSSION: Our dataset reflects a post-AI and post-General Data Protection Regulation (GDPR) landscape. Therefore, we contrast that with pre-AI 2015, and compared our findings with those of general iOS mHealth apps studied by Sunyaev et al. 2015. Our dataset showed an increase in the presence of privacy policies. In the original study, 38.3% iOS apps were found to have privacy policies, with the mean length being 1755 words and the mean readability being 16. Our results, however, indicate that 68.04% of AI-powered iOS mHealth apps have privacy policies. Additionally, we found the mean length of a privacy policy to be 2784.25 words and the mean readability to be 13.48 (longer but better readability than the original study). Similarly, Sunyaev et al. found that for iOS mHealth apps, 47.8% of privacy policies cover all developer services. Our data, on the other hand, indicates that over 60% of app privacy policies cover the single app, and 25% cover no app-related scope. Our findings have implications for researchers, companies, developers, and end-users. CONCLUSION: Our study highlights the increase in the availability, presence, and length of privacy policies of AI mHealth iOS apps. While progress has been made toward greater transparency in policies, the readability and scope of privacy policies still have significant room for improvement.",2025.0,Yousra Javed; Saaketh Bhojanam,Journal of the American Medical Informatics Association,,https://openalex.org/W4412740963,openalex,Javed · 2025 · Journal of the American Medical Informatics Association,replication,rule_based,phrase:we replicate; cite:Sunyaev et al. 2015,high,single_original,low,10.1136/amiajnl-2013-002605,Availability and quality of mobile health app privacy policies,2014,Sunyaev,Sunyaev · 2014,author_year_match,,high,,uninformative,,low,,,replication,1,1
e539b0dfb04299c58d091bebac1c9eb5,10.5334/joc.445,Listening to Foreign Languages: Pump Up the Volume!,"In this study, we investigated whether the visual ""word height superiority illusion"" (New et al., 2016) could be found in the auditory modality. In two experiments, participants listened to a word-word or word-pseudoword pair of the same or different intensity and judged whether one was louder than the other. They judged stimuli from their native language (L1) and second language (L2). In Experiment 1 with native French speakers, we found that words were perceived louder than pseudowords in the L1 (French) and the L2 (English). Moreover, the illusion was stronger in the L1 (French) than in the L2 (English). In Experiment 2 with native English speakers, we replicated the illusion both in the L1 (English) and the L2 (French) but to a similar extent. Overall, we replicated the visual word height superiority illusion in the auditory modality, which suggests that this may reflect a more general cognitive mechanism.",2025.0,Boris New; Clément Guichet; Elsa Spinelli; Julien Barra,Journal of Cognition,,https://openalex.org/W4409703593,openalex,New · 2025 · Journal of Cognition,replication,rule_based,"phrase:we replicated; cite:New et al., 2016",high,single_original,low,10.3758/s13423-014-0753-8,The letter height superiority illusion,2015,New,New · 2015,author_year_match,,high,,success,"Moreover, the illusion was stronger in the L1 (French) than in the L2 (English). In Experiment 2 with native English speakers, we replicated the illusion both in the L1 (English) and the L2 (French) but to a similar extent. Overall, we replicated the visual word height superiority illusion in the auditory modality, which suggests that this may reflect a more general cognitive mechanism.",high,abstract,,replication,1,1
8f5e9a71dea2cfbefba406ba23c3cc04,10.2307/2061038,Religion and fertility: A replication,"Jones and Westoff (1979) reported a study of fertility trends among white women in intact first marriages. They found that the fertility of white Catholic and non-Catholic wives was converging. The differential had all but disappeared, as had the differential by frequency of communion among Catholic wives. We replicated their study using data from the 1976 National Survey of Family Growth. We found that the fertility of the two religious groups was indeed converging, but the Catholic-non-Catholic differential was larger than that found by Jones and Westoff --how much larger depends on what measure is used. Moreover, we found that the differential by frequency of communion among Catholic wives was not converging. Possible explanations of the apparent differences in the findings are discussed.",1984.0,William D. Mosher; Gerry E. Hendershot,Demography,,https://openalex.org/W2031326702,openalex,Mosher · 1984 · Demography,replication,rule_based,phrase:we replicated; cite:Jones and Westoff (1979),high,single_original,low,10.2307/2061139,The end of “Catholic” fertility,1979,Westoff,Westoff · 1979,author_year_match,,high,,success,"The differential had all but disappeared, as had the differential by frequency of communion among Catholic wives. We replicated their study using data from the 1976 National Survey of Family Growth. We found that the fertility of the two religious groups was indeed converging, but the Catholic-non-Catholic differential was larger than that found by Jones and Westoff --how much larger depends on what measure is used.",high,abstract,,replication,1,1
31a7947dc37281680e8c55a07a91ac65,10.1123/jsp.5.3.263,A Replication of the Path Analysis of the Causal Elements in Bandura's Theory of Self-efficacy and the Influence of Autonomic Perception,"The present investigation was designed to replicate and extend the Feltz (1982) study of the causal elements in Bandura's (1977) theory of self-efficacy. Path analysis techniques were employed to investigate the predictions based on Bandura's model of self-efficacy, along with the additional influence of autonomic perception on the approach/avoidance behavior of female college students ( N = 80) attempting a modified-back dive. The Bandura model predicted a reciprocal relationship between self-efficacy and back-diving performance, and between self-efficacy and physiological arousal (heart rate). It was also predicted that autonomic perception was a better predictor of self-efficacy than was physiological arousal, but not better than previous back-diving performance. Additionally, self-efficacy was hypothesized to be the mediator of past performance accomplishments, physiological arousal, and autonomic perception on back-diving performance. Bandura's model was tested against a “full” model that included performance, autonomic perception, and actual physiological arousal, along with self-efficacy as direct causal influences of back-diving performance. Results provided greater support for the full model. Although one's self-efficacy was the major predictor of performance on Trial 1, subjects' heart rates also significantly predicted performance on Trial 1. After Trial 1, back-diving performance on a previous trial was the major predictor of performance on the next trial. Furthermore, one's perception of autonomic arousal was a significant influence on self-efficacy but not on performance. Previous back-diving performance, however, was a better predictor of self-efficacy than autonomic perception. No reciprocal relationship was found between self-efficacy and physiological arousal. Moreover, the full model explained more performance variance than did the Bandura model.",1983.0,Deborah L. Feltz; Denise A. Mugno,Journal of Sport Psychology,,https://openalex.org/W2162684502,openalex,Feltz · 1983 · Journal of Sport Psychology,replication,rule_based,phrase:replication of; cite:Feltz (1982),high,single_original,low,10.1037/0022-3514.42.4.764,Path analysis of the causal elements in Bandura's theory of self-efficacy and an anxiety-based model of avoidance behavior.,1982,Feltz,Feltz · 1982,author_year_match,,medium,,uninformative,,low,,,replication,1,1
815993d8f2f4d9a57925dd2d5ef31d80,10.1002/jcb.20324,Origins of bidirectional replication of Epstein-Barr virus: Models for understanding mammalian origins of DNA synthesis,"Epstein-Barr virus (EBV), provides unique advantages to understand origins of replication in higher eukaryotes. EBV establishes itself efficiently in infected B lymphocytes, where it exists as a 165 kb, circular chromosome which is duplicated once per cell cycle (Adams [1987] J Virol 61:1743-1746). Five to twenty copies of the EBV chromosome are usually present in each cell, increasing the signal/noise ratio for mapping and analyzing its replication origins. Remarkably only one viral protein is required for the synthesis and partitioning of the viral chromosomes: EBV nuclear antigen-1, or EBNA1. EBV uses distinct origins related to the ARS1 origin of Saccharomyces cerevisiae and to that of the dihydrofolate reductase (DHFR) locus in Chinese hamster ovary (CHO) cells [Bogan et al., 2000]. We shall review the properties and the regulation of these two kinds of origins in EBV and relate them to their cellular cousins.",2004.0,Jin-Dong Wang; Bill Sugden,Journal of Cellular Biochemistry,,https://openalex.org/W2017472700,openalex,Wang · 2004 · Journal of Cellular Biochemistry,replication,rule_based,"phrase:replication of; cite:Bogan et al., 2000",high,single_original,low,10.1002/1097-4652(200008)184:2<139::aid-jcp1>3.0.co;2-8,Initiation of eukaryotic DNA replication: conservative or liberal?,2000,Bogan,Bogan · 2000,author_year_match,,high,,uninformative,,low,,,replication,1,1
aecb09c3981e857320c089c7e72c0664,10.1080/10926770802251031,Therapist Perceptions of Intimate Partner Violence: A Replication of Harway and Hansen's Study after More than a Decade,"More than a decade ago, Hansen, Harway, and Cervantes (1991) and Harway and Hansen (1993) conducted a research study examining mental health providers' ability to accurately perceive violence within couples presenting for therapy and to intervene in a manner in which to reduce the risk of danger to couples. The results were alarming, with 40% of therapists sampled failing to perceive intimate partner violence (IPV) and virtually no therapists intervening to reduce the risk of lethality. Harway and colleagues questioned how well-trained and informed therapists were in assessing IPV. The present study replicates Harway and colleagues' study with the expectation that, over a decade later, therapists are better prepared to accurately identify IPV issues and intervene effectively to reduce the risk of lethality. Reproducing the two main procedures used in the original study, 111 psychologists, clinical social workers, and marriage and family therapists were asked to respond to a survey. Results show that therapists have indeed improved their ability to identify IPV issues. Twenty percent of therapists predicted an increase in conflict, compared to 4% in the original sample. However, almost no therapists accurately predicted lethality in either study. Implications concerning IPV training for therapists are discussed.",2008.0,Desreen Raphael Dudley; Kathy McCloskey; Debora A. Kustron,Journal of Aggression Maltreatment & Trauma,,https://openalex.org/W1990344012,openalex,Dudley · 2008 · Journal of Aggression Maltreatment & Trauma,replication,rule_based,"phrase:replication of; cite:Hansen, Harway, and Cervantes (1991)",high,single_original,low,10.1891/0886-6708.6.3.225,Therapists’ Perceptions of Severity in Cases of Family Violence,1991,Hansen,Hansen · 1991,author_year_match,,high,,uninformative,,low,,,replication,1,1
05e8e806fd556c2c585df5b418e202a1,10.5465/amd.2018.0091,Do Coaches in the National Basketball Association Actually Display Racial Bias? A Replication and Extension,"We replicate and extend empirical evidence that has been interpreted as coaches’ racial bias in the National Basketball Association (NBA) by Schroffel and Magee (2012) and Zhang (2017, 2019). We extend the published results by modeling coaches’ decisions of “resting the starters,” a common tactical decision based on players’ quality, thus exploring whether this tactic may provide an alternative explanation for associations that have been interpreted as racial bias thus far. Our results show that, after empirically accounting for “resting the starters,” the magnitude of the associations that have been previously taken to indicate coaches’ racial bias becomes small and not statistically distinguishable from zero. We discuss the implications of our findings on the literatures on racial integration in organizations and on the sociology of sports and race.",2019.0,Gökhan Ertug; Massimo Maoret,Academy of Management Discoveries,,https://openalex.org/W2969578563,openalex,Ertug · 2019 · Academy of Management Discoveries,replication,rule_based,phrase:we replicate; cite:Schroffel and Magee (2012),high,single_original,low,10.1177/1527002511402758,Own-Race Bias Among NBA Coaches,2011,Schroffel,Schroffel · 2011,author_year_match,,high,,uninformative,,low,,,replication,1,1
2df283746f1f6308c5cb555f811f9d2b,10.1017/s1930297500008299,Accentuation and compatibility: Replication and extensions of Shafir (1993) to rethink choosing versus rejecting paradigms,"Abstract We conducted a replication of Shafir (1993) who showed that people are inconsistent in their preferences when faced with choosing versus rejecting decision-making scenarios. The effect was demonstrated using an enrichment paradigm, asking subjects to choose between enriched and impoverished alternatives, with enriched alternatives having more positive and negative features than the impoverished alternative. Using eight different decision scenarios, Shafir found support for a compatibility principle: subjects chose and rejected enriched alternatives in choose and reject decision scenarios ( d = 0.32 [0.23,0.40]), respectively, and indicated greater preference for the enriched alternative in the choice task than in the rejection task ( d = 0.38 [0.29,0.46]). In a preregistered very close replication of the original study ( N = 1026), we found no consistent support for the hypotheses across the eight problems: two had similar effects, two had opposite effects, and four showed no effects (overall d = −0.01 [−0.06,0.03]). Seeking alternative explanations, we tested an extension, and found support for the accentuation hypothesis.",2021.0,Subramanya Prasad Chandrashekar; Jasmin Weber; Sze Ying Chan; Won Young Cho; Tsz Ching Connie Chu; Bo Ley Cheng; Gilad Feldman,Judgment and Decision Making,,https://openalex.org/W3128621932,openalex,Chandrashekar · 2021 · Judgment and Decision Making,replication,rule_based,phrase:replication of; cite:Shafir (1993),high,single_original,low,10.3758/bf03197186,Choosing versus rejecting: Why some options are both better and worse than others,1993,Shafir,Shafir · 1993,author_year_match,,high,,uninformative,,low,,,replication,1,1
30832f7f7203ddb5b3c22f4c1f767bcc,10.1080/0163853x.2018.1515556,Structural Repetition in Question Answering: A Replication and Extension of Levelt and Kelter (1982),"We report an effort to replicate and extend Levelt and Kelter’s (1982) Experiment 3. In their study, experimenters phoned businesses and asked, At what time does your shop close? or What time does your shop close? Participants were more likely to produce prepositional responses (At 7 o’clock) to questions containing a preposition than to questions that did not. Across three experiments, we replicated Levelt and Kelter’s method, and included a number of other communicative contexts (asking questions by phone, in person, or by text message, and asking people both known and unknown to the experimenter). Our efforts produced mixed results. Across experiments, and within each communicative context, we found the predicted pattern of results (more prepositional responses following prepositional questions). Although this pattern was not statistically reliable in our individual experiments, it was significant in an analysis conducted across all of our experiments. Overall, our results suggest that the structural repetition effect observed by Levelt and Kelter is replicable, but is weaker than the effect reported in the original paper.",2018.0,Katherine Chia; Cara Axelrod; Chloe Johnson; Marly Bressler; Hannah Cooperman; Amber Chu; Elizabeth Dash; Julia Di Bella; Amanda Engelhardt; Victoria Farruggio; Susannah Folsom; Helei Gomariz; Elizabeth Greiner; Sheridan Hager; Nicole Hansen; Caroline Kenefick; Jessica King; Khari King; Molly Lavaud; Elizabeth A. Leone; George C. McGuire; Sabrina Montanez; Julia Morpeth; Michael Neumann; Daniella Rivera; Nina Sotolongo; Kaitlyn Sparacio; Kacie Stokes; Dominic Tarro; Alysia Treacy; Kayla Wagler; Sarah Weitzel; Savannah J. Woller; Michael P. Kaschak,Discourse Processes,,https://openalex.org/W2890684448,openalex,Chia · 2018 · Discourse Processes,replication,rule_based,phrase:we replicated; cite:Levelt and Kelter (1982),high,single_original,low,10.1016/0010-0285(82)90005-6,Surface form and memory in question answering,1982,Levelt,Levelt · 1982,author_year_match,,high,,mixed,"Across three experiments, we replicated Levelt and Kelter’s method, and included a number of other communicative contexts (asking questions by phone, in person, or by text message, and asking people both known and unknown to the experimenter). Our efforts produced mixed results. Across experiments, and within each communicative context, we found the predicted pattern of results (more prepositional responses following prepositional questions).",medium,abstract,,replication,1,1
cf193a5c4a2f19d27974b679a80f2e20,10.1016/j.actpsy.2022.103717,Reexamining the “brain drain” effect: A replication of Ward et al. (2017),"The present study was a pre-registered direct replication of Ward et al.'s (2017) second experiment (OSF pre-registration found at: https://osf.io/5fq4r). This replication assigned both smartphone location (on desk, in pocket/bag, or outside of the testing room) and smartphone power (on, or off) for a total of six conditions. Participants completed an automated operation span (OSpan) task, a Cue-Dependent Go/No-Go task, and the smartphone attachment and dependency inventory. It was hypothesized that performance on an attention-demanding task (i.e., the OSpan task) would be worse for those in closer proximity to their smartphone (on desk) and that those with greater smartphone attachment and dependency would have a larger ""brain drain"" effect. Using the same tasks and conditions as in Ward et al.'s (2017) second experiment, the present study found that the ""brain drain"" effect did not replicate: there was no difference between smartphone location conditions on performance on either the o-span task or the go/no-go task. These findings demonstrate that the mere presence of one's smartphone may not be enough to affect cognitive performance. Understanding these effects is crucial in a time where smartphones are a basic necessity.",2022.0,Ana C. Ruiz Pardo; John Paul Minda,Acta Psychologica,,https://openalex.org/W4292672367,openalex,Pardo · 2022 · Acta Psychologica,replication,rule_based,phrase:replication of; cite:Ward et al. (2017),high,single_original,low,10.1086/691462,Brain Drain: The Mere Presence of One’s Own Smartphone Reduces Available Cognitive Capacity,2017,Ward,Ward · 2017,author_year_match,,high,,failure,"It was hypothesized that performance on an attention-demanding task (i.e., the OSpan task) would be worse for those in closer proximity to their smartphone (on desk) and that those with greater smartphone attachment and dependency would have a larger ""brain drain"" effect. Using the same tasks and conditions as in Ward et al.'s (2017) second experiment, the present study found that the ""brain drain"" effect did not replicate: there was no difference between smartphone location conditions on performance on either the o-span task or the go/no-go task. These findings demonstrate that the mere presence of one's smartphone may not be enough to affect cognitive performance.",high,abstract,,replication,1,1
d1babc0ea400a37b09786bd52b784140,10.1080/09658211.2023.2200595,Doctored photographs create false memories of spectacular childhood events. a replication of Wade et al. (2002) with a Scandinavian twist,"(3), 597-603) found that half of the participants reported false beliefs or memories after multiple interview sessions about a doctored photograph of themselves as children on a fictitious hot air balloon ride. In this replication, which rigorously recreated the method and procedure of Wade et al. (2002), participants were interviewed over three interview sessions using free recall and imagery techniques about three true and one fictitious childhood event photos. The balloon ride was modified to a culturally appropriate target event - a Viking ship ride - to ensure that the doctored photograph was functionally equivalent. The results showed almost identical patterns in the two studies: 40% (n = 8) of the participants reported partial or clear false beliefs or memories compared with 50% (n = 10) in the original study. The participants who reported false memories reported detailed and coherent memory narratives of the Viking ship ride not depicted in the doctored photograph. Our study successfully replicating the results of Wade et al. (2002), suggest that memories can relatively easily be implanted, regardless of cultural setting.",2023.0,Miriam S. Johnson; Svein Magnussen; Anders Foyn Asmyhr; Johanna Jensen Helgeland; Marie Pilegaard Jonassen; Emil Lundal; Marthe Haua Marthinsen; Kai Sikveland; Ann Kristin Sjøflot; Rebekka Synøve Skoglund; Patrick Tallaksen; Marthe Elise Døhlen Fjeldberg Tangen; Johnny Tran; Line Flatebø Widmark,Memory,,https://openalex.org/W4376121878,openalex,Johnson · 2023 · Memory,replication,rule_based,phrase:replication of; cite:Wade et al. (2002),high,single_original,low,10.3758/bf03196318,A picture is worth a thousand lies: Using false photographs to create false childhood memories,2002,Wade,Wade · 2002,author_year_match,,high,,uninformative,,low,,,replication,1,1
10470b4d09cc0bdf8cbe77c0475cdef4,10.17705/1atrr.00039,Involuntary Embarrassing Exposures in Online Social Networks: A Replication Study,"In this study, we carry out a methodological replication of the research done by Choi et al. (2015) published in Information System Research. In the original study, the authors integrate the privacy and teasing literatures under a social exchange framework to understand online involuntary exposures. The original study was conducted on students from Southeast Asia. Our study uses a significantly larger sample of college students in the United States. Our replication results show that whereas most of the hypotheses supported by the original results on behavioral responses replicate with high consistency (8 out of 12 hypotheses), the results that deal with the effects of network commonality on perceived privacy invasion and perceived relationship bonding did not replicate (4 out of 12 hypotheses). These results could stem from a failed manipulation of network commonality. We look into the possible rationales for this and show what would be an effective manipulation in our context. Further, we expand the original study by testing an additional embarrassing scenario catered to our subject pool. The results suggest that perceived privacy invasion and perceived relationship bonding affect individual’s behavioral responses to embarrassing exposures.",2019.0,Mohammadreza Ebrahimi; Juan-Manuel Martínez,AIS Transactions on Replication Research,https://doi.org/10.17705/1atrr.00039,https://openalex.org/W2937927561,openalex,Ebrahimi · 2019 · AIS Transactions on Replication Research,replication,rule_based,phrase:replication of; cite:Choi et al. (2015),high,single_original,low,10.1287/isre.2015.0602,Embarrassing Exposures in Online Social Networks: An Integrated Perspective of Privacy Invasion and Relationship Bonding,2015,Choi,Choi · 2015,author_year_match,,high,,failure,"Our study uses a significantly larger sample of college students in the United States. Our replication results show that whereas most of the hypotheses supported by the original results on behavioral responses replicate with high consistency (8 out of 12 hypotheses), the results that deal with the effects of network commonality on perceived privacy invasion and perceived relationship bonding did not replicate (4 out of 12 hypotheses). These results could stem from a failed manipulation of network commonality.",high,abstract,,replication,1,1
b7fec939abdb834399474ab67c2c0f43,10.14705/rpnet.2019.38.1037,CALL replication studies: getting to grips with complexity,"Calls for replication studies are becoming more frequent, and Computer Assisted Language Learning (CALL) has now reached sufficient maturity to offer numerous studies that lend themselves to replication. Realistic and successful replications rely on transparency in terms of data, results, and methodology. Two published studies in the area of vocabulary CALL will be discussed from the perspective of their suitability for replication: Franciosi, Yagi, Tomoshige, and Ye (2016) and Kim and Kim (2012). Alzahrani (2017) is a replication of Franciosi et al. (2016), confirming the findings with a markedly different learner group. The replication used the same methodology, a slightly modified list of target words, and Saudi participants. Kim and Kim (2012) compared vocabulary learning across three different screen sizes. The flashcard software is not specified any further, nor are the target words. While such an underspecified methodology is less likely to lead to a successful replication that can strengthen the validity and reliability of research results in our field, it can still provide a good training opportunity for students to learn about methodology in CALL.",2019.0,Cornelia Tschichold,,https://doi.org/10.14705/rpnet.2019.38.1037,https://openalex.org/W2989994069,openalex,Tschichold · 2019,replication,rule_based,phrase:replication of; cite:Franciosi et al. (2016),high,single_original,low,10.1558/cj.v33i2.26063,The Effect of a Simple Simulation Game on Long-Term Vocabulary Retention,2015,Franciosi,Franciosi · 2015,author_year_match,,high,,uninformative,,low,,,replication,1,1
